x(mm),y(mm),z(mm),x/H,y/H,z/H,<u/uH>,<v/uH>,<w/uH>,<urms/uH>,<vrms/uH>,<wrms/uH>,<k/uH2>,<uref-u>,<uref-v>,<uref-w>
-125,-100,12.5,-0.6250,-0.5000,0.0625,0.3983 ,-0.4619 ,0.1264 ,0.2267 ,0.2312 ,0.2289 ,0.0786 ,5.3398 ,5.6752 ,6.1182 
-125,-75,12.5,-0.6250,-0.3750,0.0625,0.3167 ,-0.5179 ,0.0568 ,0.2165 ,0.2102 ,0.2712 ,0.0823 ,5.3751 ,5.6725 ,6.0995 
-125,-60,12.5,-0.6250,-0.3000,0.0625,0.2200 ,-0.4916 ,-0.0398 ,0.2127 ,0.1998 ,0.2433 ,0.0722 ,5.3511 ,5.7041 ,6.0905 
-125,-50,12.5,-0.6250,-0.2500,0.0625,0.1302 ,-0.4533 ,-0.0638 ,0.2062 ,0.1751 ,0.2259 ,0.0621 ,5.3740 ,5.6909 ,6.1042 
-125,-40,12.5,-0.6250,-0.2000,0.0625,0.0440 ,-0.3838 ,-0.1026 ,0.1919 ,0.1650 ,0.2112 ,0.0543 ,5.3514 ,5.6909 ,6.1261 
-125,-25,12.5,-0.6250,-0.1250,0.0625,-0.0317 ,-0.2354 ,-0.1200 ,0.1782 ,0.1429 ,0.1814 ,0.0425 ,5.3330 ,5.6704 ,6.0820 
-125,0,12.5,-0.6250,0.0000,0.0625,-0.0892 ,0.0059 ,-0.1667 ,0.2048 ,0.1321 ,0.1649 ,0.0433 ,5.3019 ,5.7689 ,5.2351 
-125,25,12.5,-0.6250,0.1250,0.0625,0.0102 ,0.2503 ,-0.2207 ,0.1962 ,0.1641 ,0.1987 ,0.0525 ,5.2933 ,5.8031 ,5.2448 
-125,40,12.5,-0.6250,0.2000,0.0625,0.1121 ,0.3908 ,-0.2474 ,0.2041 ,0.1862 ,0.2287 ,0.0643 ,5.2760 ,5.7870 ,5.2274 
-125,50,12.5,-0.6250,0.2500,0.0625,0.1970 ,0.4730 ,-0.2414 ,0.2096 ,0.2045 ,0.2532 ,0.0749 ,5.2886 ,5.7682 ,5.2627 
-125,60,12.5,-0.6250,0.3000,0.0625,0.3098 ,0.5016 ,-0.2333 ,0.2298 ,0.2237 ,0.2608 ,0.0854 ,5.2641 ,5.7615 ,5.2533 
-125,75,12.5,-0.6250,0.3750,0.0625,0.3954 ,0.4828 ,-0.1273 ,0.2335 ,0.2286 ,0.2693 ,0.0897 ,5.3030 ,5.7410 ,5.2494 
-125,100,12.5,-0.6250,0.5000,0.0625,0.5323 ,0.4169 ,-0.0633 ,0.2280 ,0.2412 ,0.2191 ,0.0791 ,5.2697 ,5.7819 ,5.2339 
-125,125,12.5,-0.6250,0.6250,0.0625,0.5809 ,0.3319 ,-0.0481 ,0.2027 ,0.2334 ,0.1541 ,0.0596 ,5.2666 ,5.7456 ,5.2419 
-125,150,12.5,-0.6250,0.7500,0.0625,0.6284 ,0.3070 ,-0.0595 ,0.1923 ,0.2250 ,0.1023 ,0.0490 ,5.2730 ,5.7527 ,5.2449 
-125,200,12.5,-0.6250,1.0000,0.0625,0.6542 ,0.1763 ,-0.0465 ,0.1667 ,0.1977 ,0.0764 ,0.0364 ,5.2810 ,5.7956 ,5.2409 
-110,-200,12.5,-0.5500,-1.0000,0.0625,0.6091 ,-0.2509 ,0.0701 ,0.1652 ,0.1995 ,0.0774 ,0.0365 ,5.3717 ,5.6901 ,6.0947 
-110,-150,12.5,-0.5500,-0.7500,0.0625,0.5993 ,-0.3442 ,0.0991 ,0.1944 ,0.2401 ,0.1241 ,0.0554 ,5.3678 ,5.6771 ,6.1246 
-110,-125,12.5,-0.5500,-0.6250,0.0625,0.5450 ,-0.4162 ,0.1107 ,0.2222 ,0.2371 ,0.1690 ,0.0671 ,5.3395 ,5.6904 ,6.1143 
-110,-100,12.5,-0.5500,-0.5000,0.0625,0.4658 ,-0.4664 ,0.0784 ,0.2234 ,0.2417 ,0.2301 ,0.0806 ,5.3728 ,5.6550 ,6.0927 
-110,-75,12.5,-0.5500,-0.3750,0.0625,0.4680 ,-0.5942 ,-0.0620 ,0.2137 ,0.2400 ,0.2135 ,0.0744 ,5.3455 ,5.6772 ,6.0946 
-110,-60,12.5,-0.5500,-0.3000,0.0625,0.3023 ,-0.7053 ,-0.1660 ,0.2031 ,0.2165 ,0.1603 ,0.0569 ,5.3568 ,5.6964 ,6.1221 
-110,-50,12.5,-0.5500,-0.2500,0.0625,0.0841 ,-0.6887 ,-0.2178 ,0.1922 ,0.1839 ,0.1444 ,0.0458 ,5.3538 ,5.6755 ,6.1042 
-110,-40,12.5,-0.5500,-0.2000,0.0625,-0.0562 ,-0.5294 ,-0.2227 ,0.1576 ,0.1703 ,0.1277 ,0.0351 ,5.3704 ,5.7090 ,6.0879 
-110,-25,12.5,-0.5500,-0.1250,0.0625,-0.1162 ,-0.3273 ,-0.2131 ,0.1614 ,0.1554 ,0.1211 ,0.0324 ,5.3583 ,5.7117 ,6.1075 
-110,0,12.5,-0.5500,0.0000,0.0625,-0.1498 ,0.0027 ,-0.2186 ,0.1603 ,0.1618 ,0.1126 ,0.0323 ,5.2932 ,5.7588 ,5.2445 
-110,25,12.5,-0.5500,0.1250,0.0625,-0.0948 ,0.3182 ,-0.3363 ,0.1576 ,0.1685 ,0.1340 ,0.0356 ,5.2606 ,5.7743 ,5.2431 
-110,40,12.5,-0.5500,0.2000,0.0625,0.0120 ,0.5784 ,-0.4002 ,0.1617 ,0.2016 ,0.1546 ,0.0454 ,5.2903 ,5.7627 ,5.2382 
-110,50,12.5,-0.5500,0.2500,0.0625,0.1679 ,0.7227 ,-0.4397 ,0.1926 ,0.2179 ,0.1625 ,0.0555 ,5.2819 ,5.7958 ,5.2509 
-110,60,12.5,-0.5500,0.3000,0.0625,0.3795 ,0.6657 ,-0.3919 ,0.2165 ,0.2507 ,0.1890 ,0.0727 ,5.2817 ,5.7843 ,5.2506 
-110,75,12.5,-0.5500,0.3750,0.0625,0.5321 ,0.5308 ,-0.2679 ,0.2201 ,0.2577 ,0.2227 ,0.0822 ,5.2824 ,5.7782 ,5.2625 
-110,100,12.5,-0.5500,0.5000,0.0625,0.5640 ,0.4601 ,-0.1054 ,0.2266 ,0.2361 ,0.2277 ,0.0795 ,5.2457 ,5.7111 ,5.2944 
-110,125,12.5,-0.5500,0.6250,0.0625,0.5970 ,0.3645 ,-0.0444 ,0.2192 ,0.2474 ,0.1749 ,0.0700 ,5.2926 ,5.7682 ,5.2723 
-110,150,12.5,-0.5500,0.7500,0.0625,0.6486 ,0.2724 ,-0.0545 ,0.1952 ,0.2270 ,0.1174 ,0.0517 ,5.2821 ,5.7840 ,5.2323 
-110,200,12.5,-0.5500,1.0000,0.0625,0.6706 ,0.1648 ,-0.0433 ,0.1756 ,0.1944 ,0.0789 ,0.0374 ,5.2840 ,5.7734 ,5.2465 
-100,-200,12.5,-0.5000,-1.0000,0.0625,0.6340 ,-0.2543 ,0.0728 ,0.1712 ,0.2069 ,0.0824 ,0.0395 ,5.3535 ,5.6853 ,6.1229 
-100,-150,12.5,-0.5000,-0.7500,0.0625,0.6007 ,-0.3143 ,0.1043 ,0.2048 ,0.2450 ,0.1338 ,0.0599 ,5.3478 ,5.7149 ,6.1214 
-100,-125,12.5,-0.5000,-0.6250,0.0625,0.5411 ,-0.4088 ,0.1155 ,0.2164 ,0.2481 ,0.1859 ,0.0715 ,5.3588 ,5.7051 ,6.1136 
-100,-100,12.5,-0.5000,-0.5000,0.0625,0.5380 ,-0.5103 ,0.0548 ,0.2123 ,0.2277 ,0.2200 ,0.0727 ,5.3607 ,5.6817 ,6.1006 
-100,-75,12.5,-0.5000,-0.3750,0.0625,0.5935 ,-0.5878 ,-0.1058 ,0.2059 ,0.2777 ,0.1895 ,0.0777 ,5.3670 ,5.7135 ,6.0930 
-100,-60,12.5,-0.5000,-0.3000,0.0625,0.4981 ,-0.8226 ,-0.2305 ,0.2101 ,0.2588 ,0.1770 ,0.0712 ,5.3713 ,5.6883 ,6.1092 
-100,60,12.5,-0.5000,0.3000,0.0625,0.5720 ,0.7553 ,-0.4918 ,0.2397 ,0.2671 ,0.1968 ,0.0838 ,5.2735 ,5.7712 ,5.2726 
-100,75,12.5,-0.5000,0.3750,0.0625,0.6719 ,0.5438 ,-0.3167 ,0.2226 ,0.2601 ,0.2110 ,0.0809 ,5.2787 ,5.7374 ,5.2327 
-100,100,12.5,-0.5000,0.5000,0.0625,0.6241 ,0.4522 ,-0.1292 ,0.2168 ,0.2354 ,0.2276 ,0.0771 ,5.3104 ,5.7706 ,5.2514 
-100,125,12.5,-0.5000,0.6250,0.0625,0.6275 ,0.3567 ,-0.0556 ,0.2165 ,0.2408 ,0.1790 ,0.0684 ,5.3069 ,5.7834 ,5.2465 
-100,150,12.5,-0.5000,0.7500,0.0625,0.6464 ,0.2945 ,-0.0485 ,0.1837 ,0.2304 ,0.1239 ,0.0511 ,5.2934 ,5.7516 ,5.2413 
-100,200,12.5,-0.5000,1.0000,0.0625,0.6861 ,0.1831 ,-0.0415 ,0.1728 ,0.1975 ,0.0812 ,0.0377 ,5.3120 ,5.7633 ,5.2261 
-75,-200,12.5,-0.3750,-1.0000,0.0625,0.6692 ,-0.2341 ,0.0766 ,0.1765 ,0.2130 ,0.0883 ,0.0421 ,5.3536 ,5.6607 ,6.1071 
-75,-150,12.5,-0.3750,-0.7500,0.0625,0.6395 ,-0.3652 ,0.1000 ,0.2005 ,0.2455 ,0.1450 ,0.0608 ,5.3742 ,5.6984 ,6.1092 
-75,-125,12.5,-0.3750,-0.6250,0.0625,0.6573 ,-0.3981 ,0.0765 ,0.1994 ,0.2300 ,0.1766 ,0.0619 ,5.3549 ,5.7112 ,6.1171 
-75,-100,12.5,-0.3750,-0.5000,0.0625,0.7275 ,-0.4036 ,-0.0025 ,0.2208 ,0.2256 ,0.1782 ,0.0657 ,5.3620 ,5.6878 ,6.1178 
-75,-75,12.5,-0.3750,-0.3750,0.0625,0.7017 ,-0.2424 ,-0.0819 ,0.3618 ,0.1670 ,0.1852 ,0.0966 ,5.3659 ,5.6954 ,6.1186 
-75,-60,12.5,-0.3750,-0.3000,0.0625,0.0672 ,-0.0082 ,-0.0583 ,0.3118 ,0.1602 ,0.1670 ,0.0754 ,5.3632 ,5.7092 ,6.1306 
-75,60,12.5,-0.3750,0.3000,0.0625,0.2030 ,-0.0068 ,-0.0557 ,0.3409 ,0.1638 ,0.1667 ,0.0854 ,5.2969 ,5.8079 ,5.2505 
-75,75,12.5,-0.3750,0.3750,0.0625,0.7431 ,0.2306 ,-0.2067 ,0.3322 ,0.1684 ,0.1937 ,0.0881 ,5.3019 ,5.7927 ,5.2308 
-75,100,12.5,-0.3750,0.5000,0.0625,0.7364 ,0.3511 ,-0.1457 ,0.2123 ,0.2204 ,0.2011 ,0.0670 ,5.3040 ,5.7683 ,5.2804 
-75,125,12.5,-0.3750,0.6250,0.0625,0.7012 ,0.3372 ,-0.0600 ,0.2147 ,0.2351 ,0.1805 ,0.0670 ,5.2927 ,5.7759 ,5.2482 
-75,150,12.5,-0.3750,0.7500,0.0625,0.7208 ,0.3050 ,-0.0414 ,0.1955 ,0.2384 ,0.1436 ,0.0578 ,5.2937 ,5.8040 ,5.2424 
-75,200,12.5,-0.3750,1.0000,0.0625,0.7178 ,0.1876 ,-0.0355 ,0.1747 ,0.2015 ,0.0817 ,0.0389 ,5.3022 ,5.7549 ,5.2364 
-50,-200,12.5,-0.2500,-1.0000,0.0625,0.7058 ,-0.2218 ,0.0789 ,0.1767 ,0.2354 ,0.0907 ,0.0474 ,5.3875 ,5.6920 ,6.1000 
-50,-150,12.5,-0.2500,-0.7500,0.0625,0.7249 ,-0.3280 ,0.0892 ,0.2095 ,0.2284 ,0.1370 ,0.0574 ,5.3648 ,5.6930 ,6.1343 
-50,-125,12.5,-0.2500,-0.6250,0.0625,0.7587 ,-0.3198 ,0.0591 ,0.2178 ,0.2134 ,0.1509 ,0.0579 ,5.3710 ,5.6996 ,6.0976 
-50,-100,12.5,-0.2500,-0.5000,0.0625,0.8301 ,-0.2496 ,-0.0168 ,0.2618 ,0.1700 ,0.1509 ,0.0601 ,5.3850 ,5.6908 ,6.0875 
-50,-75,12.5,-0.2500,-0.3750,0.0625,0.5553 ,-0.0138 ,-0.0586 ,0.3672 ,0.1555 ,0.1673 ,0.0935 ,5.3851 ,5.7030 ,6.1257 
-50,-60,12.5,-0.2500,-0.3000,0.0625,0.1316 ,0.0693 ,-0.0070 ,0.3493 ,0.1781 ,0.1736 ,0.0919 ,5.3725 ,5.7158 ,6.1159 
-50,60,12.5,-0.2500,0.3000,0.0625,0.2568 ,-0.0829 ,0.0165 ,0.3688 ,0.1907 ,0.1640 ,0.0996 ,5.2874 ,5.7770 ,5.2844 
-50,75,12.5,-0.2500,0.3750,0.0625,0.5860 ,0.0026 ,-0.1023 ,0.3796 ,0.1623 ,0.1731 ,0.1002 ,5.3174 ,5.7389 ,5.2521 
-50,100,12.5,-0.2500,0.5000,0.0625,0.8102 ,0.2113 ,-0.1118 ,0.2504 ,0.1639 ,0.1691 ,0.0591 ,5.2793 ,5.7725 ,5.2553 
-50,125,12.5,-0.2500,0.6250,0.0625,0.7502 ,0.2780 ,-0.0677 ,0.2026 ,0.1963 ,0.1649 ,0.0534 ,5.3065 ,5.7890 ,5.2658 
-50,150,12.5,-0.2500,0.7500,0.0625,0.7358 ,0.2538 ,-0.0453 ,0.1931 ,0.2301 ,0.1357 ,0.0543 ,5.2797 ,5.7661 ,5.2883 
-50,200,12.5,-0.2500,1.0000,0.0625,0.7477 ,0.1957 ,-0.0360 ,0.1732 ,0.2166 ,0.0918 ,0.0427 ,5.2829 ,5.7868 ,5.2392 
-25,-200,12.5,-0.1250,-1.0000,0.0625,0.7124 ,-0.2262 ,0.0755 ,0.1702 ,0.2378 ,0.0941 ,0.0472 ,5.4063 ,5.7026 ,6.1361 
-25,-150,12.5,-0.1250,-0.7500,0.0625,0.7482 ,-0.2763 ,0.0751 ,0.1954 ,0.2180 ,0.1238 ,0.0505 ,5.3684 ,5.7164 ,6.1377 
-25,-125,12.5,-0.1250,-0.6250,0.0625,0.7851 ,-0.2371 ,0.0397 ,0.2145 ,0.1868 ,0.1343 ,0.0495 ,5.4156 ,5.6787 ,6.1142 
-25,-100,12.5,-0.1250,-0.5000,0.0625,0.8039 ,-0.1203 ,-0.0005 ,0.2977 ,0.1424 ,0.1460 ,0.0651 ,5.3944 ,5.7113 ,6.1134 
-25,-75,12.5,-0.1250,-0.3750,0.0625,0.5595 ,0.0475 ,-0.0236 ,0.3557 ,0.1770 ,0.1734 ,0.0940 ,5.3970 ,5.7064 ,6.1344 
-25,-60,12.5,-0.1250,-0.3000,0.0625,0.2803 ,0.0751 ,0.0323 ,0.3729 ,0.1725 ,0.1760 ,0.0999 ,5.3936 ,5.6929 ,6.1197 
-25,60,12.5,-0.1250,0.3000,0.0625,0.3077 ,-0.0680 ,0.0351 ,0.3697 ,0.1739 ,0.1709 ,0.0981 ,5.3136 ,5.7610 ,5.2691 
-25,75,12.5,-0.1250,0.3750,0.0625,0.5951 ,-0.0529 ,-0.0420 ,0.3530 ,0.1746 ,0.1729 ,0.0925 ,5.3128 ,5.7633 ,5.2757 
-25,100,12.5,-0.1250,0.5000,0.0625,0.7861 ,0.1071 ,-0.0836 ,0.2709 ,0.1402 ,0.1499 ,0.0578 ,5.3238 ,5.7663 ,5.2858 
-25,125,12.5,-0.1250,0.6250,0.0625,0.7891 ,0.2188 ,-0.0553 ,0.2093 ,0.1814 ,0.1471 ,0.0492 ,5.3056 ,5.7706 ,5.2506 
-25,150,12.5,-0.1250,0.7500,0.0625,0.7383 ,0.2204 ,-0.0283 ,0.1927 ,0.2097 ,0.1293 ,0.0489 ,5.3357 ,5.7577 ,5.2284 
-25,200,12.5,-0.1250,1.0000,0.0625,0.7588 ,0.1781 ,-0.0279 ,0.1730 ,0.2199 ,0.0928 ,0.0434 ,5.3180 ,5.7764 ,5.2693 
0,-200,12.5,0.0000,-1.0000,0.0625,0.7623 ,-0.2164 ,0.0730 ,0.1794 ,0.2291 ,0.0937 ,0.0467 ,5.3919 ,5.6988 ,6.1299 
0,-150,12.5,0.0000,-0.7500,0.0625,0.7731 ,-0.2180 ,0.0665 ,0.2033 ,0.2009 ,0.1225 ,0.0483 ,5.3677 ,5.7009 ,6.1423 
0,-125,12.5,0.0000,-0.6250,0.0625,0.8165 ,-0.1666 ,0.0416 ,0.2343 ,0.1608 ,0.1260 ,0.0483 ,5.3867 ,5.7211 ,6.1238 
0,-100,12.5,0.0000,-0.5000,0.0625,0.7364 ,-0.0621 ,0.0072 ,0.2999 ,0.1465 ,0.1430 ,0.0659 ,5.4059 ,5.7168 ,6.1314 
0,-75,12.5,0.0000,-0.3750,0.0625,0.5585 ,0.0385 ,0.0039 ,0.4018 ,0.1950 ,0.1688 ,0.1140 ,5.4148 ,5.7333 ,6.1403 
0,-60,12.5,0.0000,-0.3000,0.0625,0.2744 ,-0.0023 ,0.0372 ,0.4007 ,0.2165 ,0.1737 ,0.1188 ,5.3825 ,5.7186 ,6.1243 
0,60,12.5,0.0000,0.3000,0.0625,0.3685 ,-0.0267 ,0.0104 ,0.3998 ,0.2116 ,0.1757 ,0.1177 ,5.3084 ,5.7606 ,5.2725 
0,75,12.5,0.0000,0.3750,0.0625,0.5625 ,-0.0536 ,-0.0155 ,0.3643 ,0.1932 ,0.1661 ,0.0988 ,5.3183 ,5.7951 ,5.2577 
